,time,demand
0,0,302.3188171
1,1,292.15655519999996
2,2,296.99728389999996
3,3,293.854187
4,4,294.68530269999997
5,5,301.4455872
6,6,308.80529789999997
7,7,327.2802124
8,8,336.78591919999997
9,9,337.4543457
10,10,330.54626460000003
11,11,319.1020813
12,12,317.49203489999996
13,13,320.242981
14,14,318.16409300000004
15,15,301.2140503
16,16,306.5081787
17,17,313.2329407
18,18,310.032074
19,19,301.76397710000003
20,20,300.9599915
21,21,293.27658080000003
22,22,295.92929080000005
23,23,293.36294560000005
24,24,287.6261292
25,25,281.2518005
26,26,283.19293210000006
27,27,288.07046510000004
28,28,289.8206787
29,29,297.2674255
30,30,296.9819641
31,31,305.2112122
32,32,311.4038086
33,33,300.4518433
34,34,289.98013310000005
35,35,278.67080689999995
36,36,279.457428
37,37,269.038269
38,38,267.12683109999995
39,39,273.5507507
40,40,264.3431396
41,41,284.93789669999995
42,42,279.1358337
43,43,279.56015010000004
44,44,282.22756960000004
45,45,279.73382569999995
46,46,280.0985413
47,47,275.0699463
48,48,277.9132996
49,49,275.95843510000003
50,50,276.5670776
51,51,280.2754211
52,52,284.0356445
53,53,286.19726560000004
54,54,297.79458619999997
55,55,304.6780701
56,56,311.6435547
57,57,302.38906860000003
58,58,285.9177856
59,59,280.9435425
60,60,280.96929930000005
61,61,282.5274963
62,62,291.4743042
63,63,292.108429
64,64,294.6828918
65,65,294.8114624
66,66,304.189209
67,67,292.17669680000006
68,68,293.9797974
69,69,288.25842289999997
70,70,289.4736328
71,71,291.7859802
72,72,283.84371949999996
73,73,291.71740719999997
74,74,284.0508423
75,75,288.7893982
76,76,288.5968628
77,77,303.1713562
78,78,309.52401729999997
79,79,321.1231995
80,80,340.71392819999994
81,81,315.7333374
82,82,304.934906
83,83,293.34741210000004
84,84,284.21115110000005
85,85,286.3042603
86,86,279.4231567
87,87,286.39050289999994
88,88,296.42663569999996
89,89,298.3956909
90,90,298.9415588
91,91,292.8722229
92,92,293.1446838
93,93,297.7619324
94,94,297.42773439999996
95,95,297.51577760000004
96,96,308.4268494
97,97,302.13226319999995
98,98,303.9332275
99,99,307.00793460000006
100,100,306.78277589999993
101,101,312.4897461
102,102,319.549408
103,103,333.25286869999996
104,104,339.18615719999997
105,105,310.33520510000005
106,106,297.9499512
107,107,289.3720398
108,108,277.276062
109,109,276.7163086
110,110,275.025238
111,111,274.93725589999997
112,112,283.8924255
113,113,298.6112976
114,114,300.3041992
115,115,300.30068969999996
116,116,292.6290894
117,117,290.5095825
118,118,297.31002810000007
119,119,295.2607727
120,120,298.2442932
121,121,291.2331238
122,122,289.6864014
123,123,293.6575317
124,124,297.06054689999996
125,125,297.8095703
126,126,302.0248718
127,127,312.7140503
128,128,323.69104
129,129,304.8693237
130,130,288.26019289999994
131,131,280.9952087
132,132,274.6333313
133,133,262.2298889
134,134,260.50241090000003
135,135,262.386322
136,136,265.5392761
137,137,270.0714111
138,138,272.914917
139,139,272.7676086
140,140,270.06445310000004
141,141,268.4208069
142,142,268.65863039999994
143,143,266.67443849999995
144,144,269.16409300000004
145,145,256.4944458
146,146,256.45224
147,147,259.85226439999997
148,148,260.5179443
149,149,259.3178711
150,150,269.4832764
151,151,278.3651733
152,152,285.1531372
153,153,279.4399109
154,154,267.3552551
155,155,264.4699097
156,156,241.5414429
157,157,229.71287540000003
158,158,237.8270264
159,159,229.90615840000004
160,160,243.40501400000002
161,161,248.10121150000003
162,162,242.02645869999998
163,163,242.93730159999998
164,164,240.57554629999998
165,165,235.5429077
166,166,235.78860469999998
167,167,234.70098880000003
168,168,228.78756710000002
169,169,233.5399017
170,170,228.56172180000004
171,171,232.92349240000001
172,172,234.886261
173,173,219.4781494
174,174,238.71472169999998
175,175,234.6653442
176,176,249.50886540000002
177,177,250.6921234
178,178,237.7453918
179,179,225.5310974
180,180,218.9786224
181,181,223.9331055
182,182,223.9865417
183,183,235.336319
184,184,221.7522125
185,185,228.511261
186,186,227.1518555
187,187,217.72558590000003
188,188,223.9481506
189,189,224.815033
190,190,224.32843019999996
191,191,225.67776490000003
192,192,218.3324127
193,193,217.7480469
194,194,218.40850830000002
195,195,224.6013794
196,196,227.0496674
197,197,226.72512819999997
198,198,231.6403809
199,199,235.68586729999998
200,200,232.35047909999997
201,201,234.6024475
202,202,249.18954469999997
203,203,245.72155759999998
204,204,249.0541534
205,205,258.13500980000003
206,206,262.3583679
