time,demand
171,251.904058
172,256.551894
173,254.445748
174,258.637731
175,268.040602
176,265.884061
177,251.883725
178,248.84987
179,242.724393
180,241.542948
181,238.689181
182,235.134534
183,234.414288
184,244.556556
185,247.592953
186,241.787621
187,243.248128
188,241.42344
189,239.515761
190,237.508874
191,234.199224
192,232.681304
193,230.559004
194,229.9713
195,222.735742
196,225.807502
197,229.353189
198,233.65638
199,239.454893
200,248.25839
201,235.923539
202,231.070379
203,224.12958
204,219.410853
205,214.026839
206,219.490064
207,214.433877
208,211.141093
209,215.418262
210,212.455695
211,206.348771
212,206.851924
213,201.531524
214,199.043964
215,198.073101
216,192.3873
217,190.502989
218,191.582015
219,191.840134
220,188.26669
221,187.866207
222,190.360373
223,192.779084
224,199.298275
225,191.943618
226,185.286285
227,183.414101
228,173.82103
229,170.933821
230,170.902974
231,162.085827
232,162.718225
233,179.051654
234,190.661751
235,194.766864
236,192.999226
237,190.253623
238,193.80257
239,192.733663
240,192.038863
241,192.724435
242,187.289011
243,194.290604
244,194.371748
245,193.884931
246,195.020495
247,197.136602
248,199.875216
249,197.858887
250,188.850744
251,188.655414
252,180.361571
253,182.58628
254,176.628776
255,171.06313
256,166.948735
257,157.25729
258,156.986336
259,153.182882
260,149.521478
261,145.060966
262,145.931422
263,162.963317
264,163.753566
265,158.912732
266,166.063926
267,167.17341
268,173.258644
269,175.817861
270,182.832076
271,191.819053
272,200.080038
273,190.915566
274,194.176689
275,190.068199
276,199.047035
277,192.147954
278,191.144626
279,196.80093
280,200.858915
281,206.537567
282,201.601456
283,200.692037
284,199.364231
285,198.709906
286,199.993459
287,193.811208
288,200.141259
289,197.945592
290,200.407317
291,202.488971
292,200.004056
293,205.735605
294,208.376081
295,217.713642
296,244.62645
297,225.469091
298,224.468547
299,218.177033
300,219.000154
301,218.813448
302,217.306367
303,219.451364
304,224.911885
305,223.688996
306,213.037218
307,212.778826
308,211.410357
309,212.755899
310,207.706871
311,208.906934
312,203.263196
313,198.59401
314,187.425429
315,188.239849
316,187.886164
317,185.608949
318,189.62202
319,190.368352
320,193.523791
321,191.28957
322,192.419121
323,192.342848
324,192.099061
325,194.393355
326,189.790652
327,195.849536
328,186.577077
329,189.322314
330,188.202927
331,190.736042
332,187.407182
333,188.176598
334,184.76744
335,186.379695
336,186.296303
337,185.068431
338,182.76428
339,184.075615
340,185.450663
341,185.642054
342,187.376174
343,190.295983
344,195.960454
345,195.998164
346,195.010591
347,189.736094
348,189.35383
349,184.700387
350,177.633352
351,191.530224
352,190.249595
353,185.726153
354,189.827521
355,190.096625
356,186.576163
357,187.969571
358,185.361772
359,181.838675
360,189.223886
361,179.308749
362,181.772364
363,177.102001
364,178.5168
365,178.931136
366,177.667768
367,184.773817
368,187.596711
369,187.967679
370,189.74718
371,183.12218
372,180.467202
373,176.380026
374,172.823548
375,176.119872
376,168.662235
377,164.530787
378,164.265367
379,158.915133
380,149.688885
381,147.44476
382,149.977253
383,139.037839
384,143.880898
385,137.793029
386,136.600335
387,132.30216
388,143.611812
389,148.566611
390,154.386556
391,165.852856
392,173.575495
393,169.213934
394,166.704028
395,166.421863
396,160.55388
397,161.254964
398,170.757234
399,175.268647
400,168.666938
401,170.003036
402,173.954027
403,175.438659
404,176.043961
405,176.425975
406,174.032288
407,175.568198
408,173.710097
409,165.67733
410,164.349618
411,165.311019
412,164.117351
413,168.622468
414,170.427477
415,179.157175
416,182.956788
417,184.299454
418,179.850928
419,169.937218
420,172.616117
421,169.758654
422,166.797994
423,172.837001
424,170.698659
425,174.048074
426,174.844938
427,173.903863
428,176.633739
429,177.481021
430,170.062936
431,177.278905
432,170.237276
433,164.979283
434,165.392372
435,163.368098
436,165.965838
437,163.957833
438,165.578574
439,177.485037
440,180.796308
441,179.579001
442,174.607303
443,166.467967
444,161.949452
445,165.202801
446,164.621066
447,168.63364
448,166.843519
449,164.831521
450,166.969154
451,167.974942
452,167.500323
453,161.919606
454,159.708206
455,161.344324
456,155.630276
457,154.101675
458,150.844654
459,151.099359
460,149.764608
461,150.601695
462,155.693687
463,167.794385
464,166.229415
465,170.814808
466,156.939483
467,157.275663
468,152.490434
469,151.578932
470,151.922645
471,147.563524
472,147.000091
473,145.186277
474,146.137165
475,152.944778
476,148.523111
477,146.97298
478,138.057456
479,138.499464
480,136.425271
481,138.093491
482,139.147439
483,137.820598
484,139.387885
485,146.700225
486,146.224014
487,148.488921
488,151.101067
489,142.404785
490,137.95442
491,135.001909
492,133.887227
493,135.348988
494,126.879442
495,125.327545
496,129.001796
497,135.071469
498,135.223175
499,135.298061
500,135.292861
501,134.502586
502,135.010936
503,135.238441
504,131.933317
505,140.672134
506,137.087291
507,138.489636
508,141.261666
509,141.555585
510,155.212526
511,153.251272
512,158.86922
513,156.776144
514,143.51156
515,151.151945
516,148.222591
517,142.506764
518,151.120889
519,151.014315
520,150.8915
521,155.4237
522,153.760584
523,155.573144
524,156.853224
525,155.664629
526,155.165823
527,157.598432
528,156.792269
529,156.298801
530,156.872904
531,156.766118
532,152.285619
533,154.062591
534,158.451928
535,168.4685
536,172.322065
537,173.257341
538,174.174964
539,168.122925
540,166.319166
541,162.587242
542,162.683169
543,164.075178
544,167.03061
545,168.206185
546,166.794666
547,166.505817
548,166.922697
549,166.331302
550,164.819294
551,158.489297
552,163.560301
553,157.613207
554,153.877859
555,152.09325
556,152.687569
557,153.90699
558,159.612071
559,168.260992
560,173.398903
561,171.508293
562,167.051936
563,163.860536
564,158.691078
565,159.39124
566,158.554775
567,165.656114
568,157.271518
569,165.061301
570,166.390897
571,170.052395
572,167.474641
573,164.552643
574,167.490316
575,166.322479
576,165.890593
577,165.175705
578,159.592413
579,157.831114
580,155.618184
581,146.94448
582,153.522016
583,155.362271
584,166.513918
585,157.677367
586,152.334358
587,147.602588
588,161.482226
589,166.201535
590,164.666236
591,155.994686
592,157.463678
593,166.130314
594,169.014597
595,167.938029
596,166.161115
597,169.210325
598,169.293543
599,168.521842
600,169.004748
601,167.953103
602,164.965979
603,165.250968
604,163.55522
605,164.504519
606,169.267616
607,182.291138
608,191.632085
609,189.665415
610,187.837444
611,189.898545
612,178.384285
613,178.166072
614,182.660439
615,181.0603
616,183.155216
617,183.093724
618,186.547344
619,181.430859
620,185.491875
621,182.407219
622,182.236061
623,179.411757
624,181.235434
625,176.774648
626,174.745961
627,174.458359
628,173.944013
629,173.704906
630,176.167577
631,185.061575
632,195.158893
633,197.357464
634,196.627313
635,192.597056
636,192.39624
637,188.800602
638,200.14811
639,204.389871
640,206.354414
641,205.397633
642,207.010804
643,198.257374
644,195.594977
645,193.159982
646,188.80452
647,174.480761
648,173.272585
649,172.821073
650,168.691674
651,169.771706
652,171.868751
653,171.783406
654,171.306702
655,173.115963
656,172.863555
657,173.982586
658,175.869297
659,179.040928
660,173.87148
661,164.596426
662,161.204802
663,166.235316
664,167.078179
665,172.359294
666,171.810353
667,171.792765
668,169.284976
669,169.664321
670,172.086574
671,169.547915
672,170.581605
673,170.153684
674,166.014888
675,166.561681
676,164.424512
677,166.257153
678,169.065282
679,173.70412
680,176.355822
681,180.743917
682,181.19465
683,185.089323
684,186.853448
685,189.062335
686,187.90213
687,182.291147
688,181.483884
689,181.046466
690,180.679693
691,181.488337
692,182.393696
693,186.095872
694,185.317851
695,185.294643
696,183.651884
697,176.412895
698,178.583191
699,178.5649
700,181.173136
701,189.832306
702,193.657574
703,204.122022
704,206.909283
705,193.813869
706,179.637142
707,177.589555
708,172.19481
709,174.782295
710,164.602841
711,158.968286
712,163.890975
713,165.719699
714,169.566414
715,171.498656
716,165.954216
717,162.421482
718,162.130663
719,154.576314
720,148.648842
721,144.348308
722,147.196833
723,141.372349
724,141.622521
725,142.8918
726,146.6457
727,163.817206
728,169.001078
729,160.349532
730,147.850753
731,147.619806
732,145.142812
733,146.134421
734,143.865134
735,145.10534
736,134.342887
737,150.224134
738,154.616954
739,156.499635
740,156.192498
741,152.368967
742,150.707726
743,151.680312
744,154.62268
745,148.564886
746,147.285466
747,146.383442
748,139.067796
749,148.888944
750,154.595621
751,160.102246
752,169.535257
753,172.03557
754,159.769606
755,154.098589
756,165.51931
757,157.167953
758,155.281468
759,154.039139
760,153.641675
761,140.354091
762,171.277304
763,170.408576
764,173.71172
765,172.046584
766,173.634686
767,179.232909
768,183.299793
769,181.538646
770,181.619983
771,186.025861
772,187.10245
773,194.943876
774,195.666397
775,205.584472
776,209.405308
777,197.017314
778,187.880744
779,180.815793
780,177.367612
781,176.221136
782,167.352502
783,173.781167
784,174.689305
785,180.444241
786,188.136128
787,185.505923
788,185.274079
789,187.649348
790,190.04157
791,186.226766
792,186.57656
793,175.180397
794,186.205099
795,180.504796
796,181.110068
797,184.048039
798,187.037171
799,203.982485
800,203.919556
801,202.825544
802,194.501484
803,180.951728
804,178.600291
805,166.717991
806,173.841701
807,168.106632
808,168.525732
809,183.026675
810,181.950254
811,186.912623
812,185.809031
813,181.410876
814,186.06702
815,185.434881
816,181.517825
817,179.338284
818,186.040565
819,184.02958
820,186.040713
821,186.833935
822,186.510508
823,198.964143
824,191.505341
825,186.367201
826,175.843942
827,177.3045
828,177.529291
829,177.969222
830,167.20379
831,166.417137
832,156.873468
833,169.470118
834,166.37306
835,166.478209
836,159.280697
837,164.042703
838,161.605432
839,157.341582
840,157.966085
841,158.270424
842,157.142563
843,159.689544
844,159.095653
845,159.515064
846,163.030897
847,167.937097
848,173.344622
849,155.15552
850,154.304213
851,143.973251
852,141.453046
853,142.712801
854,133.350211
855,137.35863
856,133.432877
857,137.276444
858,141.960674
859,141.707964
860,146.99364
861,147.943223
862,148.174764
863,154.404063
864,150.515671
865,143.151569
866,147.008619
867,143.871873
868,146.527047
869,144.850603
870,150.524493
871,161.745327
872,163.468443
873,151.192973
874,142.318306
875,130.121661
876,142.121003
877,139.620273
878,133.497188
879,135.730252
880,132.861309
881,133.023641
882,134.447434
883,133.177098
884,131.791991
885,126.359263
886,124.382606
887,127.091811
888,118.430483
889,112.084854
890,111.723628
891,96.057389
892,95.023995
893,98.646984
894,100.369016
895,103.113061
896,98.819074
897,110.806424
898,104.073543
899,105.413378
900,107.785546
901,104.437435
902,111.396127
903,125.746454
904,117.619727
905,119.328803
906,136.907207
907,127.223173
908,135.241198
909,143.038909
910,148.99656
911,149.692627
912,151.911744
913,141.855502
914,142.468132
915,145.223036
916,147.232069
917,145.953726
918,155.196222
919,161.634731
920,163.822797
921,177.940939
922,159.21196
923,161.820156
924,170.792086
925,166.661644
926,164.60092
927,172.362871
928,175.094594
929,173.542497
930,178.960499
931,178.323649
932,182.455469
933,182.179212
934,189.149637
935,187.450641
936,188.961797
937,194.110392
938,189.01086
939,186.06952
940,194.593851
941,196.175643
942,198.911636
943,209.531541
944,222.283152
945,213.055395
946,197.95623
947,196.082857
948,192.992272
949,185.674536
950,180.290191
951,184.085972
952,183.262909
953,184.612928
954,197.635067
955,199.356798
956,197.814694
957,198.434492
958,200.603095
959,201.605823
960,201.044731
961,191.828053
962,195.233808
963,185.042314
964,188.957681
965,180.60414
966,181.439001
967,192.253925
968,195.635502
969,192.706653
970,178.837805
971,160.264188
972,154.020309
973,146.123793
974,141.164179
975,129.903286
976,131.234724
977,136.266474
978,137.484044
979,141.667207
980,138.022366
981,135.027734
982,137.448434
983,130.549734
984,132.84411
985,127.22292
986,123.506931
987,125.387403
988,125.546717
989,125.341734
990,125.632985
991,133.273098
992,132.693256
993,121.895503
994,111.959671
995,108.9591
996,106.168966
997,107.458594
998,107.711183
999,96.412558
1000,94.582615
1001,95.066037
1002,103.798565
1003,97.720467
1004,103.536815
1005,103.048441
1006,103.866511
1007,115.26386
1008,125.785166
1009,124.710694
1010,117.086244
1011,122.048136
1012,126.343667
1013,126.142812
1014,137.577502
1015,141.179581
1016,146.809863
1017,134.491557
1018,125.690606
1019,118.296921
1020,122.365923
1021,124.734226
1022,129.006297
1023,127.569214
1024,129.253193
1025,134.556267
1026,140.913445
1027,149.690819
1028,147.556147
1029,147.724235
1030,145.546566
1031,179.134763
1032,146.382004
1033,145.02431
1034,143.322428
1035,145.816532
1036,147.02034
1037,146.626173
1038,154.655088
1039,169.859881
1040,169.882728
1041,153.614888
1042,147.205609
1043,130.468676
1044,132.919523
1045,135.972532
1046,135.799306
1047,129.187536
1048,126.05404
1049,133.070878
1050,139.917136
1051,138.675635
1052,138.098764
1053,144.055664
1054,136.015419
1055,143.173519
1056,143.005035
1057,132.24783
1058,137.003131
1059,133.526634
1060,132.711184
1061,131.047175
1062,144.455997
1063,154.228831
1064,160.318708
1065,137.968363
1066,137.421919
1067,117.867958
1068,125.49308
1069,115.211686
1070,115.994008
1071,113.543224
1072,114.608972
1073,120.199132
1074,128.988018
1075,132.149722
1076,130.987974
1077,133.066301
1078,136.333542
1079,133.732706
1080,138.261701
1081,140.779283
1082,137.307084
1083,139.641864
1084,139.460494
1085,145.38184
1086,151.621634
1087,165.451352
1088,166.065803
1089,162.542085
1090,159.884638
1091,145.433109
1092,141.598304
1093,141.044652
1094,134.3848
1095,132.0994
1096,131.487482
1097,142.855891
1098,144.030741
1099,153.58902
1100,152.799329
1101,145.89634
1102,152.008139
1103,152.621224
1104,149.188901
1105,141.878463
1106,144.387347
1107,145.142679
1108,143.872814
1109,142.587538
1110,152.569066
1111,164.985846
1112,176.039018
1113,154.315728
1114,142.855676
1115,136.574372
1116,126.355994
1117,128.192577
1118,127.421482
1119,113.518877
1120,124.586729
1121,125.422882
1122,123.647041
1123,129.17055
1124,130.050489
1125,133.003814
1126,137.996074
1127,134.705044
1128,130.269639
1129,127.977867
1130,124.50417
1131,126.256643
1132,125.484337
1133,124.739936
1134,126.593376
1135,139.787193
1136,138.155906
1137,121.618265
1138,111.648653
1139,101.346884
1140,98.223581
1141,98.7352
1142,98.619763
1143,94.726779
1144,94.540964
1145,95.112378
1146,98.685691
1147,107.234234
1148,107.370097
1149,107.44986
1150,104.523942
1151,108.845686
1152,114.661828
1153,115.891857
1154,116.951896
1155,105.742014
1156,108.090827
1157,108.738172
1158,119.685909
1159,113.608999
1160,116.027945
1161,113.490793
1162,104.667431
1163,101.472887
1164,98.134151
1165,98.094002
1166,93.504698
1167,91.698072
1168,93.15084
1169,92.023502
1170,106.915665
1171,106.091646
1172,104.915793
1173,111.864961
1174,108.24491
1175,114.077494
1176,114.188624
1177,108.783317
1178,106.281952
1179,106.479363
1180,106.119154
1181,106.824393
1182,109.810407
1183,109.828164
1184,112.133082
1185,109.709508
1186,115.68165
1187,108.310718
1188,105.62549
1189,99.799424
1190,101.401793
1191,92.138933
1192,91.399902
1193,90.868899
1194,97.461303
1195,103.604745
1196,103.610195
1197,113.165388
1198,110.947772
1199,111.745031
1200,108.236735
1201,116.641417
1202,113.642316
1203,107.401938
1204,106.851368
1205,109.541994
1206,115.784569
1207,129.807537
1208,130.239051
1209,115.654646
1210,112.338552
1211,96.985116
1212,97.739135
1213,97.104238
1214,95.016087
1215,94.404145
1216,85.018224
1217,84.80365
1218,96.033871
1219,98.040868
1220,98.795394
1221,97.108707
1222,96.027026
1223,98.099674
1224,95.057706
1225,95.586528
1226,91.563781
1227,88.336151
1228,86.391782
1229,88.660056
1230,92.467237
1231,99.48662
1232,107.904938
1233,101.929162
1234,98.90573
1235,101.240467
1236,98.749989
1237,97.389145
1238,94.612138
1239,87.374606
1240,93.68711
1241,91.85925
1242,95.545246
1243,97.043424
1244,98.291633
1245,97.494048
1246,103.393376
1247,101.721213
1248,102.751644
1249,106.626881
1250,104.019587
1251,100.812346
1252,99.27184
1253,106.838568
1254,106.593439
1255,126.019819
1256,121.76089
1257,106.503632
1258,100.781114
1259,98.425787
1260,97.44113
1261,97.534929
1262,98.057189
1263,98.219476
1264,90.127839
1265,91.805713
1266,101.433861
1267,100.439343
1268,101.09256
1269,94.400673
1270,99.868859
1271,98.860862
1272,104.094292
1273,97.474364
1274,95.600695
1275,98.150852
1276,98.236338
1277,105.319711
1278,104.571388
1279,116.881464
1280,120.773949
1281,108.91757
1282,102.581292
1283,101.198808
1284,102.174225
1285,103.646756
1286,104.43561
1287,98.878804
1288,99.733055
1289,99.654078
1290,101.658442
1291,105.933162
1292,110.001412
1293,117.784642
1294,105.314719
1295,109.042474
1296,97.251032
1297,99.193068
1298,94.007355
1299,96.888764
1300,95.518866
1301,89.691242
1302,94.685503
1303,106.164981
1304,106.49413
1305,99.992176
1306,98.40974
1307,97.442612
1308,96.426244
1309,98.146782
1310,105.224934
1311,102.471656
1312,107.795132
1313,119.598341
1314,128.710782
1315,124.763444
1316,123.74556
1317,130.550626
1318,128.012095
1319,129.643603
1320,135.812847
1321,138.05646
1322,145.076309
1323,145.324228
1324,143.837762
1325,151.257196
1326,157.478424
1327,163.706561
1328,173.728243
1329,168.030347
1330,163.897164
1331,165.496178
1332,164.055241
1333,157.030206
1334,157.910434
1335,153.302624
1336,149.260914
1337,156.113196
1338,162.427209
1339,163.746364
1340,162.351879
1341,162.36271
1342,162.995032
1343,159.425326
1344,164.337389
1345,161.022841
1346,163.177393
1347,159.554387
1348,163.380254
1349,171.884345
1350,173.276284
1351,173.328313
1352,172.178058
1353,151.992973
1354,141.353293
1355,136.47865
1356,141.827936
1357,138.061078
1358,133.103335
1359,131.473672
1360,130.772244
1361,135.558465
1362,136.769806
1363,137.916698
1364,141.844776
1365,142.261396
1366,143.003672
1367,150.329217
1368,138.352024
1369,139.751578
1370,132.078798
1371,131.871313
1372,134.502192
1373,131.182081
1374,131.856532
1375,141.128894
1376,145.4047
1377,136.766123
1378,119.258094
1379,119.421622
1380,105.436016
1381,102.363317
1382,107.635134
1383,101.116076
1384,98.880829
1385,98.202393
1386,112.101775
1387,121.604118
1388,120.34952
1389,120.268295
1390,122.256581
1391,118.834645
1392,122.336171
1393,115.917028
1394,115.210232
1395,108.889966
1396,106.361824
1397,106.818986
1398,106.246477
1399,123.583714
1400,115.672403
1401,121.766963
1402,109.428719
1403,111.42677
1404,105.931398
1405,107.788174
1406,153.496542
1407,152.953432
1408,154.872876
1409,156.825832
1410,153.358097
1411,155.353705
1412,152.726437
1413,148.467918
1414,145.612636
1415,149.710506
1416,151.561142
1417,177.827762
1418,152.770865
1419,150.098766
1420,153.541987
1421,159.454067
1422,159.40414
1423,173.217019
1424,185.715879
1425,204.672173
1426,198.230394
1427,200.472458
1428,197.833522
1429,215.543413
1430,202.71714
1431,195.979325
1432,204.548172
1433,205.992238
1434,212.902975
1435,211.516491
1436,216.807265
1437,216.369509
1438,211.308036
1439,213.342928
1440,218.769201
1441,215.958186
1442,214.106609
1443,211.09876
1444,212.480556
1445,203.302063
1446,213.45006
1447,225.338074
1448,238.252057
1449,236.478009
1450,233.943644
1451,211.444119
1452,216.255738
1453,208.241787
1454,209.325716
1455,212.866742
1456,220.193244
1457,214.891129
1458,229.189947
1459,226.477659
1460,237.494557
1461,226.931263
1462,234.936383
1463,235.175996
1464,235.030014
1465,234.093248
1466,240.115478
1467,238.252172
1468,237.177866
1469,241.614104
1470,245.687222
1471,258.491292
1472,254.402694
1473,254.937627
1474,240.926602
1475,232.66237
1476,232.932654
1477,229.821555
1478,220.044135
1479,221.422362
1480,219.498265
1481,222.05053
1482,227.17379
1483,231.042969
1484,230.416572
1485,227.128248
1486,226.235786
1487,224.987836
1488,230.599699
1489,218.455263
1490,227.099719
1491,222.863693
1492,220.09207
1493,225.480173
1494,227.638841
1495,237.535395
1496,228.517873
1497,224.085728
1498,209.244727
1499,208.540606
1500,201.445571
1501,196.021933
1502,191.040515
1503,176.927393
1504,177.786265
1505,179.452672
1506,185.04751
1507,196.140383
1508,208.774083
1509,201.458809
1510,205.908694
1511,211.514429
1512,211.370512
1513,209.119095
1514,204.978396
1515,204.143135
1516,209.945573
1517,207.529426
1518,213.442904
1519,217.843297
1520,206.460204
1521,191.534375
1522,174.493586
1523,166.092363
1524,162.683735
1525,169.39114
1526,164.023025
1527,160.870486
1528,186.702401
1529,169.11351
1530,171.171254
1531,175.37389
1532,176.763609
1533,175.827748
1534,176.446303
1535,176.781006
1536,179.298239
1537,172.085714
1538,174.536978
1539,172.906359
1540,172.767022
1541,169.739462
1542,167.948182
1543,182.925174
1544,189.441033
1545,185.917532
1546,184.47045
1547,179.539537
1548,175.592602
1549,175.74327
1550,175.7557
1551,170.435778
1552,168.949781
1553,167.249083
1554,168.198186
1555,167.512575
1556,166.993319
1557,162.167147
1558,157.280178
1559,159.871263
1560,161.238772
1561,153.23138
1562,155.450415
1563,172.522467
1564,163.887265
1565,162.926287
1566,165.288141
1567,182.661856
1568,199.673379
1569,204.881569
1570,198.840229
1571,191.349575
1572,193.903534
1573,185.845296
1574,181.623206
1575,179.46922
1576,183.277163
1577,179.080327
1578,189.333084
1579,190.336333
1580,184.876113
1581,173.634102
1582,174.045004
1583,163.298558
1584,176.042442
1585,172.85172
1586,173.306199
1587,173.299531
1588,173.896416
1589,177.285187
1590,182.184383
1591,189.916008
1592,187.284373
1593,172.982353
1594,165.682633
1595,164.793759
1596,166.066842
1597,156.081219
1598,160.047664
1599,155.929617
1600,151.845666
1601,146.704359
1602,153.101096
1603,161.700342
1604,163.374852
1605,163.580979
1606,173.773406
1607,170.206186
1608,170.737927
1609,171.305639
1610,164.580998
1611,170.604344
1612,171.90129
1613,178.862253
1614,184.404747
1615,194.311529
1616,188.782896
1617,179.996142
1618,169.986638
1619,164.846479
1620,160.206672
1621,148.29355
1622,159.415069
1623,148.198338
1624,154.544312
1625,161.036843
1626,173.311795
1627,182.698244
1628,178.141665
1629,176.429846
1630,178.723047
1631,185.025567
1632,199.945854
1633,184.455617
1634,185.27137
1635,187.893343
1636,194.031944
1637,202.881439
1638,205.878446
1639,213.201769
1640,211.789363
1641,210.78708
1642,200.794074
1643,198.555235
1644,202.833685
1645,200.530815
1646,203.890324
1647,192.228679
1648,190.18242
1649,201.121504
1650,209.744049
1651,208.058903
1652,207.285481
1653,208.44314
1654,210.715036
1655,208.931267
1656,205.333741
1657,203.845748
1658,206.519479
1659,204.962265
1660,207.425705
1661,207.065999
1662,212.988777
1663,220.618829
1664,220.053364
1665,218.51135
1666,205.597068
1667,208.138147
1668,200.582846
1669,202.608923
1670,198.937379
1671,197.812382
1672,204.232914
1673,201.778977
1674,216.748786
1675,211.415864
1676,214.538937
1677,214.963261
1678,218.034126
1679,214.051594
1680,209.57095
1681,207.348904
1682,207.278193
1683,211.155728
1684,210.203714
1685,219.343345
1686,221.662664
1687,222.222606
1688,215.491628
1689,207.188535
1690,205.318408
1691,199.712758
1692,195.626747
1693,193.265622
1694,186.18895
1695,191.524301
1696,188.061188
1697,190.318298
1698,199.982166
1699,196.695965
1700,195.452539
1701,196.767773
1702,195.357691
1703,197.707194
1704,193.252911
1705,191.74206
1706,197.715231
1707,202.018144
1708,193.049052
1709,206.815505
1710,218.381677
1711,226.143963
1712,227.623615
1713,223.282149
1714,217.559771
1715,215.565435
1716,212.076766
1717,213.586658
1718,212.610249
1719,214.106549
1720,214.90788
1721,218.886126
1722,219.752223
1723,214.091796
1724,220.148578
1725,220.091674
1726,221.405762
1727,220.730286
1728,218.972964
1729,217.264956
1730,223.559906
1731,222.293994
1732,228.200191
1733,239.287384
1734,253.203042
1735,255.778382
1736,244.059018
1737,227.213405
1738,218.514138
1739,222.510074
1740,225.523885
1741,226.167468
1742,221.324721
1743,218.207156
1744,223.169789
1745,223.361554
1746,235.2094
1747,232.674932
1748,234.634501
1749,237.472175
1750,245.42168
1751,243.584683
1752,245.656322
1753,242.496815
1754,242.410146
1755,241.541843
1756,243.4626
1757,254.148748
1758,264.544087
1759,271.639026
1760,261.315604
1761,253.060908
1762,233.528453
1763,232.380551
1764,233.466169
1765,227.546965
1766,222.612837
1767,222.93018
1768,219.96917
1769,222.578106
1770,227.704681
1771,225.672143
1772,226.124063
1773,226.316974
1774,232.211109
1775,232.647
1776,227.474366
1777,224.541741
1778,221.283439
1779,220.038492
1780,225.383658
1781,230.354839
1782,251.98266
1783,247.078053
1784,224.657271
1785,208.692516
1786,202.201319
1787,192.829028
1788,188.377388
1789,188.652206
1790,179.737631
1791,181.183564
1792,175.876089
1793,178.169589
1794,190.885806
1795,185.478064
1796,184.991205
1797,185.05589
1798,185.375757
1799,184.816792
1800,176.241174
1801,185.642505
1802,174.480773
1803,176.033242
1804,181.130681
1805,180.285157
1806,191.893002
1807,194.927588
1808,194.405704
1809,192.91694
1810,190.914946
1811,183.112565
1812,183.588845
1813,177.1661
1814,164.447818
1815,160.577821
1816,155.570615
1817,153.087891
1818,152.85198
1819,160.820719
1820,155.617063
1821,152.55649
1822,164.05658
1823,164.043855
1824,170.715917
1825,167.162517
1826,175.255188
1827,184.298315
1828,180.757578
1829,174.886271
1830,188.868657
1831,184.469235
1832,183.48577
1833,186.062404
1834,185.908344
1835,183.370027
1836,185.627457
1837,187.613625
1838,182.792216
1839,180.083399
1840,181.365733
1841,181.519095
1842,179.652416
1843,178.337526
1844,177.552111
1845,181.848084
1846,180.469314
1847,177.237545
1848,174.866728
1849,176.201317
1850,177.217438
1851,178.431944
1852,180.892806
1853,192.792878
1854,193.754988
1855,185.437045
1856,176.752459
1857,168.447667
1858,161.353703
1859,160.705926
1860,152.033512
1861,151.991582
1862,141.656734
1863,140.757381
1864,141.421932
1865,140.519888
1866,142.040266
1867,153.56842
1868,155.97285
1869,156.796166
1870,162.366842
1871,159.203776
1872,152.047658
