time,temp,prec
0,24,0
1,24,0
2,23,0
3,22,0
4,23,0
5,23,0
6,24,0
7,24,0
8,25,0
9,27,0
10,29,0
11,31,0
12,33,0
13,34,0
14,33,0
15,30,0
16,28,0
17,27,0
18,25.8,0.004285714285714
19,24.5,0.009285714285714
20,23,0.01
21,21.75,0.01
22,21,0.01
23,19.75,0.009883720930233
24,19,0.009418604651163
25,17.5,0.008953488372093
26,17.8,0.008139534883721
27,16.6666666666667,0.007209302325581
28,16,0.006627906976744
29,16,0.00593023255814
30,17,0.005348837209302
31,15,0.005116279069767
32,16,0.004651162790698
33,16.3333333333333,0.003953488372093
34,17,0.003488372093023
35,19,0.003255813953488
36,19,0.002906976744186
37,19.5,0.002441860465116
38,19,0.001976744186047
39,17.6666666666667,0.001395348837209
40,15,0.000813953488372
41,11.5,0.000348837209302
42,9,0
43,8,0
44,7,0
45,6,0
46,2,0
47,-1.75,0
48,-1,0
49,-2,0
50,-3,0
51,-5,0
52,-6,0
53,-8,0
54,-8,0
55,-8,0
56,0,0
57,6,0
58,9,0
59,12,0
60,15,0
61,18,0
62,18,0
63,19,0
64,18,0
65,18,0
66,18,0
67,19,0
68,19,0
69,19,0
70,20,0
71,20.25,0
72,21,0
73,21,0
74,22,0
75,22,0
76,22,0
77,24,0
78,24,0
79,26,0
80,27,0
81,28,0
82,29,0
83,32,0
84,34,0
85,35,0
86,36,0
87,35,0
88,34,0
89,34,0
90,34,0
91,34,0
92,34,0
93,33,0
94,33.5,0
95,33.25,0
96,33.5,0
97,33.6666666666667,0
98,33.6666666666667,0.001818181818182
99,32.4,0.005454545454545
100,33.5,0.009318181818182
101,32,0.01
102,32,0.01
103,32,0.01
104,28.4,0.01
105,27,0.01
106,23.75,0.0175
107,22.6666666666667,0.016666666666667
108,20.6666666666667,0.011666666666667
109,18.5,0.02
110,17,0.02
111,15,0.02
112,13,0.01
113,10,0.02
114,8,0.017777777777778
115,7.4,0.011111111111111
116,6.66666666666667,0.002222222222222
117,2.5,0
118,1,0
119,-0.416666666666667,0
120,-3.5,0
121,-5.83333333333333,0
122,-7,0
123,-8.6,0
124,-11,0
125,-12,0
126,-13,0
127,-12,0
128,-11.25,0
129,-10.6666666666667,0
130,-9.5,0
131,-9.25,0
132,-9,0
133,-8,0
134,-8,0
135,-8,0
136,-8,0
137,-8.5,0
138,-9,0
139,-10,0
140,-9,0
141,-10,0
142,-10,0
143,-9,0
144,-9,0
145,-9,0
146,-10,0
147,-9,0
148,-9,0
149,-9,0
150,-9,0
151,-7,0
152,-6,0
153,-3,0
154,0,0
155,3,0
156,5,0
157,7,0
158,8,0
159,9,0
160,10,0
161,11,0
162,11,0
163,8,0
164,6,0
165,5,0
166,4,0
167,3.25,0
168,4,0
169,5,0
170,7,0
171,10,0
172,12,0
173,14,0
174,15,0
175,15,0
176,16,0
177,16,0.01
178,17,0
179,18,0
180,20,0
181,20,0
182,21,0
183,19,0
184,18,0
185,17,0
186,17,0
187,17,0
188,17,0
189,16,0
190,16,0
191,15.75,0
192,15,0
193,16,0
194,16,0
195,16,0
196,16,0
197,17,0
198,18,0
199,18.4,0
200,19.25,0
201,20.3333333333333,0
202,22,0
203,25,0
204,25,0
205,27,0
206,28,0
207,28,0
208,28.6666666666667,0
209,30,0
210,30.3333333333333,0
211,30.5,0
212,30.5,0
213,31,0
214,32,0
215,32,0
216,32,0
217,33,0
218,33.6666666666667,0
219,33.5,0
220,33,0
221,33.5,0
222,34,0
223,34,0
224,34,0
225,34,0
226,35,0.005
227,37,0.01375
228,37.5,0.02875
229,37.5,0.09
