time,temp,prec
0,17,0
1,17,0
2,16,0
3,17,0
4,18,0
5,18,0
6,16,0
7,18,0
8,21,0
9,24,0
10,27,0
11,30,0
12,31,0
13,32,0
14,32,0
15,31,0
16,30,0
17,29,0
18,27,0
19,24,0
20,26,0
21,26,0
22,23,0
23,22,0
24,22,0
25,22,0
26,22,0
27,22,0
28,22,0
29,24,0
30,25,0
31,26,0
32,29,0
33,31,0
34,34,0
35,35,0
36,36,0
37,37,0
38,38,0
39,37,0
40,35,0
41,34,0
42,34,0
43,34,0
44,34,0
45,34,0
46,33.5,0.0075
47,34,0.01
48,34,0.01
49,34,0.01
50,34,0.01
51,34,0.035
52,34,0.03
53,34,0.035
54,34,0.022
55,35,0.031
56,35,0.02
57,36,0.023333333333333
58,37,0.03
59,37.3333333333333,0.07
60,39,0.035
61,39.1666666666667,0.031666666666667
62,39,0.031
63,39,0.022
64,38.1666666666667,0.010583333333333
65,36.6666666666667,0.0025
66,36,0
67,36,0
68,35.5,0
69,35,0
70,35.25,0
71,34.3333333333333,0
72,34,0
73,33.3333333333333,0
74,34,0
75,34,0
76,33,0
77,33,0
78,33,0
79,33,0
80,33,0
81,32,0
82,29,0
83,26.5,0
84,24,0
85,21,0
86,20.5,0
87,18.75,0
88,17,0
89,15,0
90,14,0
91,12.5,0
92,11,0
93,11,0
94,11,0
95,9.75,0
96,9,0
97,8,0
98,7,0
99,5,0
100,4,0
101,3,0
102,3,0
103,3,0
104,5,0
105,7,0
106,9,0
107,9,0
108,10,0
109,11,0
110,12,0
111,12,0
112,12,0.005
113,12,0.015
114,12.25,0.01375
115,12.6666666666667,0.015
116,12.8,0.01
117,14,0.01
118,14,0.014
119,14,0.009333333333333
120,14,0.006
121,14,0.004
122,14,0.002
123,14,0
124,14,0
125,14,0
126,14,0
127,12,0
128,10,0
129,12,0
130,12,0
131,11,0
132,11,0
133,11,0
134,11,0
135,10,0
136,9,0
137,9,0
138,9,0
139,11,0
140,12,0
141,13,0
142,14,0
143,14,0
144,13.3333333333333,0
145,12,0
146,9.25,0
147,8.25,0
148,6.5,0
149,4,0
150,2,0
151,2,0
152,2,0
153,3,0
154,3,0
155,3,0
156,3,0
157,3,0
158,3,0
159,1.25,0
160,0,0
161,-0.666666666666667,0
162,-4,0
163,-5,0
164,-5,0
165,-6,0
166,-6,0
167,-5.25,0
168,-6,0
169,-6,0
170,-6,0
171,-7,0
172,-5,0
173,-4,0
174,-3,0
175,-1,0
176,2,0
177,4,0
178,6,0
179,8,0
180,10,0
181,11,0
182,12,0
183,13.75,0
184,14.5,0
185,16,0
186,18,0
187,19,0
188,21,0
189,22,0
190,21.6,0
191,18.1,0
192,14.6,0
193,12.5,0
194,11.5,0
195,10,0
196,9.5,0
197,9,0
198,7.5,0
199,6,0
200,7,0
201,7,0
202,9,0
203,10,0
204,11,0
205,10,0
206,10,0
207,9.5,0
208,7,0
209,5,0
210,3,0
211,3,0
212,1,0
213,0,0
214,0,0
215,-1.75,0
216,-1,0
217,-1,0
218,-3,0
219,-3,0
220,-2,0
221,0,0
222,-1,0
223,2,0
224,9,0
225,13,0
226,17,0
227,19,0
228,21,0
229,23,0
230,24,0
231,24,0
232,24,0
233,24,0
234,23,0
235,23,0
236,23,0
237,24,0
238,23,0
239,24.25,0
240,25,0
241,26,0
242,26,0
243,26,0
244,27,0
245,27,0
246,27,0
247,28,0
248,30,0
249,31,0
250,32,0
251,31,0.0025
252,32,0.005
253,33,0.0075
254,32,0.015
255,32,0.034
256,32,0.02
257,32.75,0.015
258,33.3333333333333,0.01
259,33,0.02
260,33,0.01
261,33.3333333333333,0.01
262,32,0.025
263,32.6666666666667,0.015555555555556
264,33,0.011666666666667
265,33,0.003333333333333
266,32.5,0.0075
267,32.2,0.024
268,30.8,0.01
269,30.5,0.01
270,30,0.0075
271,29.5,0.00375
272,29,0
273,27,0
274,24.5,0
275,23.5,0
276,24,0
277,23,0
278,21,0
279,19,0
280,17,0
281,15.5,0
282,15,0
283,13,0
284,12,0
285,13,0
286,13,0
287,11.1666666666667,0
288,10,0
289,10,0
290,10,0
291,11,0
292,11,0
293,10,0
294,9,0
295,9,0
296,11,0
297,12,0
298,13,0
299,15,0
300,17,0
301,17,0
302,17,0
303,16,0
304,12,0
305,10,0
306,9,0
307,8,0
308,8,0
309,7,0
310,2,0
311,0.75,0
312,0,0
313,1,0
314,2,0
315,1,0
316,-1,0
317,0,0
318,0,0
319,2,0
320,7,0
321,11,0
322,12,0
323,14,0
324,15,0
325,17,0
326,17,0
327,19,0
328,19,0
329,20,0
330,20,0
331,20,0
332,17,0
333,12,0
334,13,0
335,13,0
336,13,0
337,13,0
338,12,0
339,12,0
340,13,0
341,14,0
342,16,0
343,16,0
344,20,0
345,25,0
346,28,0
347,30,0
348,33,0
349,35,0
350,35,0
351,36,0
352,33,0
353,32,0
354,33,0
355,32,0
356,32,0
357,29,0
358,26,0
359,27.25,0
360,25,0
361,23,0
362,22,0
363,21,0
364,20,0
365,20,0
366,20,0
367,19.6666666666667,0
368,22,0
369,26,0
370,32,0
371,32,0
372,35,0
373,36,0
374,38,0
375,38,0
376,34,0
377,34,0
378,35,0
379,34,0
380,35,0
381,34,0
382,34,0
383,34,0
384,34,0
385,34,0
386,35,0
387,33,0
388,33,0
389,34,0
390,34,0
391,34,0
392,36,0
393,38,0
394,39,0
395,42,0
396,45,0
397,47,0
398,47,0
399,45,0
400,41,0
401,41,0
402,39,0
403,39,0
404,38,0
405,37,0
406,35,0
407,36.5,0
408,38,0
409,37,0
410,37,0
411,36,0
412,34,0
413,34,0
414,34,0
415,34,0
416,35,0
417,37,0
418,40,0
419,42,0
420,43,0
421,43,0
422,42,0
423,40,0
424,37,0
425,34,0
426,34,0
427,34,0
428,31,0
429,31,0
430,30,0
431,28.25,0
432,29,0
433,29,0
434,29,0
435,28,0
436,28,0
437,26,0
438,27,0
439,28,0
440,32,0
441,36,0
442,39,0
443,41,0
444,43,0
445,44,0
446,44,0
447,43,0
448,40,0
449,37,0
450,37,0
451,36,0
452,36,0
453,37,0
454,37,0
455,34.75,0
456,34,0
457,35,0
458,35,0
459,33,0
460,33,0
461,32,0
462,31,0
463,33,0
464,36,0
465,39,0
466,41,0
467,43,0
468,44,0
469,43,0
470,38.5,0
471,37,0
472,36.5,0
473,35,0
474,36,0
475,36,0
476,33,0
477,32.5,0
478,33,0
479,32,0
480,32,0
481,32,0
482,32.5,0
483,32,0
484,31.6666666666667,0
485,31,0
486,32,0
487,33,0
488,36,0
489,36,0
490,36,0
491,36,0
492,36,0
493,36.5,0
494,37,0
495,36,0
496,36,0
497,36,0
498,35.25,0
499,34,0
500,34,0
501,34,0
502,34,0
503,33.875,0
504,33.25,0
505,33.2,0
506,33.5,0
507,32.5,0
508,32,0
509,33,0
510,33.2,0
511,32.3333333333333,0
512,33,0
513,34,0
514,36,0
515,36,0
516,36,0
517,37,0
518,36,0
519,35,0
520,34,0
521,33,0
522,33,0
523,33,0
524,33,0
525,33,0
526,33,0
527,32.25,0
528,33,0
529,33,0
530,32,0
531,32,0
532,32,0
533,32,0
534,32,0
535,32,0
536,32,0
537,32,0
538,32,0
539,32,0
540,32,0
541,33,0
542,33,0
543,33,0
544,32,0
545,29.5,0
546,26,0
547,28,0
548,27,0
549,27,0
550,28,0
551,28.75,0
552,28,0
553,27,0
554,29,0
555,28,0
556,27,0
557,29,0
558,28,0
559,30,0
560,32,0
561,35,0
562,38,0
563,40,0
564,42,0
565,44,0
566,45,0
567,44,0
568,40,0
569,37,0
570,36,0
571,37,0
572,36,0
573,35,0
574,35,0
575,35.25,0
576,33,0
577,33,0
578,35,0
579,34,0
580,35,0
581,34,0
582,35,0.005
583,35,0.01
584,35,0.03
585,35.3333333333333,0.013333333333333
586,37,0.02
587,38,0.00875
588,38,0.00375
589,36,0
590,35,0
591,35,0.005
592,33,0.01
593,32.5,0.008076923076923
594,31,0.005384615384615
595,30.6666666666667,0.003076923076923
596,30,0.001538461538462
597,29,0.000769230769231
598,28,0
599,27.8333333333333,0
600,27,0
601,27,0
602,28,0
603,27.5,0
604,27,0
605,26,0
606,25,0
607,25,0
608,24.5,0
609,25,0
610,26,0
611,27,0
612,27,0
613,27,0.003888888888889
614,26.6666666666667,0.008888888888889
615,27,0.006875
616,27,0.001875
617,27,0.005555555555556
618,28,0.012222222222222
619,28,0.016666666666667
620,29,0.02
621,30,0.015
622,30,0.008333333333333
623,30,0.001111111111111
624,30,0
625,30,0
626,30.6666666666667,0
627,31,0
628,32,0
629,31,0
630,31,0
631,31,0
632,31,0
633,30,0
634,30,0
635,31,0
636,31,0
637,31,0
638,31.5,0
639,30.5,0
640,30.5,0
641,27,0
642,25,0
643,25,0
644,23,0
645,23,0
646,22,0
647,21.75,0
648,21,0
649,19,0
650,20,0
651,20,0
652,21,0
653,21,0
654,21,0
655,23,0
656,26,0
657,29,0
658,31,0
659,33,0
660,35,0
661,36,0
662,36,0
663,37,0
664,35,0
665,34,0
666,34,0
667,35,0
668,35,0
669,35,0
670,36,0
671,37,0
672,37,0
673,37,0
674,38,0
675,38,0
676,39,0
677,40,0
678,39.5,0
679,37,0
680,36.5,0
681,35,0
682,35.5,0
683,35.5,0
684,35,0
685,35,0
686,35,0
687,34.6666666666667,0
688,35.5,0
689,34,0
690,34,0
691,35,0
692,34,0
693,34,0
694,33,0
695,33.75,0
696,33,0
697,32,0
698,31,0
699,28,0
700,27,0
701,25,0
702,24,0
703,25,0
704,28,0
705,30,0
706,30,0
707,32,0
708,32,0
709,33,0
710,34,0
711,33,0
712,31,0
713,30,0
714,26,0
715,26,0
716,25,0
717,23,0
718,23,0
719,22,0
720,22,0
721,26,0
722,27,0
723,26,0
724,26,0
725,26,0
726,26,0
727,27,0
728,30,0
729,33,0
730,35,0
731,37,0
732,38,0
733,38,0
734,37,0
735,36,0.0025
736,34,0.005
737,33.3333333333333,0.009166666666667
738,33,0.025
739,33,0.01
740,33,0.023333333333333
741,33.25,0.0175
742,33.3333333333333,0.01
743,33,0.005833333333333
744,33,0.000833333333333
745,33,0.01
746,33.75,0.0325
747,34,0
748,33.5,0.0075
749,33.25,0.0475
750,33.2,0.032857142857143
751,32.25,0.013928571428572
752,33,0.02
753,33,0.02
754,33.3333333333333,0.016
755,34,0.014
756,34,0.022
757,34,0.02
758,34,0.02
759,33,0.019393939393939
760,33,0.018484848484849
761,33,0.017272727272727
762,31,0.015757575757576
763,27,0.014545454545455
764,25,0.013636363636364
765,24,0.012121212121212
766,23,0.010606060606061
767,19.4166666666667,0.008181818181818
768,16,0.005454545454545
769,16,0.003939393939394
770,13.6666666666667,0.002424242424242
771,11.5,0.000909090909091
772,11,0
773,11,0
774,12,0
775,12,0
776,11,0
777,12,0
778,13,0
779,14,0
780,15,0
781,17,0
782,18,0
783,17,0
784,15,0
785,13,0
786,15,0
787,15,0
788,16,0
789,17,0
790,18,0
791,18,0
792,18,0
793,16,0
794,17,0
795,17,0
796,17,0
797,17,0
798,18,0
799,19,0
800,23,0
801,26,0
802,28,0
803,30,0
804,31,0
805,33,0
806,34,0
807,35,0
808,35,0
809,34,0
810,34,0
811,34,0
812,34,0
813,34,0
814,34,0
815,34,0
816,34,0
817,34,0
818,34,0
819,32,0
820,32,0
821,32,0
822,31,0
823,30,0
824,31.5,0
825,29,0
826,29,0
827,27,0
828,25,0
829,23,0
830,22,0
831,20,0
832,20,0
833,19.6666666666667,0
834,18.5,0
835,17,0
836,15,0
837,12,0
838,9,0
839,6.25,0
840,4,0
841,5,0
842,4,0
843,3,0
844,2,0
845,-1,0
846,0,0
847,2,0
848,9,0
849,12,0
850,15,0
851,13,0
852,14,0
853,15,0
854,16,0
855,16,0
856,14,0
857,12,0
858,7,0
859,8,0
860,7,0
861,7,0
862,15,0
863,13.75,0
864,13,0
865,13,0
866,13,0
867,17,0
868,19,0
869,20,0
870,21,0
871,22,0
872,24,0
873,26,0
874,29,0
875,31,0
876,32,0
877,34,0
878,34,0
879,35,0
880,34,0
881,33,0
882,32,0
883,32,0
884,32,0
885,32,0
886,32,0
887,32.75,0
888,32,0
889,33,0
890,34,0
891,33,0
892,34,0
893,33,0
894,32,0
895,33,0
896,36,0
897,38,0
898,39,0
899,42,0
900,45,0
901,48,0
902,50,0
903,50,0
904,47,0
905,42,0
906,43,0
907,42,0
908,42,0
909,41,0
910,43,0
911,44.5,0
912,46,0
913,45,0
914,43,0
915,43,0
916,44,0
917,44,0
918,41,0
919,42,0
920,46,0
921,51,0
922,52,0
923,53.5,0
924,53,0
925,54,0
926,48,0
927,45,0
928,40,0
929,38,0
930,37.3333333333333,0
931,36.5,0
932,34.25,0
933,33.5,0
934,33,0
935,33.1666666666667,0
936,32,0
937,32,0
938,30.5,0
939,30.5,0
940,30,0
941,30,0
942,29,0
943,28.5,0
944,29,0
945,28,0
946,28,0
947,27,0
948,28,0
949,28,0
950,28,0
951,28,0
952,28,0
953,28,0
954,28,0
