time,temp,prec
0,-8,0
1,-10,0
2,-11,0
3,-12,0
4,-12,0
5,-14,0
6,-15,0
7,-14,0
8,-13,0
9,-11,0
10,-9,0
11,-7,0
12,-5,0
13,-5,0
14,-4,0
15,-5,0
16,-8,0
17,-10,0
18,-9,0
19,-11,0
20,-11,0
21,-12,0
22,-13,0
23,-12.5,0
24,-14,0
25,-14,0
26,-14,0
27,-15,0
28,-15,0
29,-15,0
30,-14,0
31,-13,0
32,-10,0
33,-8,0
34,-4,0
35,-2,0
36,2,0
37,3,0
38,4,0
39,4,0
40,-1,0
41,-3,0
42,-1,0
43,-3,0
44,3,0
45,6,0
46,4,0
47,7.25,0
48,8,0
49,10,0
50,11,0
51,12,0
52,14,0
53,16,0
54,16,0
55,17,0
56,18,0
57,19,0
58,19,0
59,19,0
60,18,0
61,17,0
62,15,0
63,14.3333333333333,0
64,11,0
65,8.5,0
66,6,0
67,5.5,0
68,4,0
69,-1,0
70,-3,0
71,-2.25,0
72,-3,0
73,-3,0
74,-4,0
75,-6,0
76,-8,0
77,-8,0
78,-10,0
79,-8,0
80,-5,0
81,-1,0
82,2,0
83,6,0
84,5,0
85,7,0
86,13,0
87,5,0
88,2,0
89,4,0
90,5,0
91,5,0
92,6,0
93,6,0
94,6,0
95,7,0
96,7,0
97,7,0
98,8,0
99,8,0
100,8,0
101,8,0
102,8,0
103,8,0
104,5,0
105,5,0
106,5,0
107,7,0
108,8,0
109,8,0
110,7,0
111,5,0
112,1,0
113,-1,0
114,-4,0
115,-4,0
116,-5,0
117,-6,0
118,-8,0
119,-10,0
120,-10,0
121,-9,0
122,-9,0
123,-10,0
124,-11,0
125,-9,0
126,-13,0
127,-11,0
128,-9,0
129,-5,0
130,-1,0
131,4,0
132,6,0
133,7,0
134,8,0
135,8,0
136,2,0
137,-1,0
138,-3,0
139,-2,0
140,-3,0
141,-3,0
142,2,0
143,6,0
144,9,0
145,12,0
146,15,0
147,16,0
148,17,0
149,18,0
150,19,0
151,19,0
152,20,0
153,22,0
154,25,0
155,28,0
156,30,0
157,32,0
158,33,0
159,34,0
160,33,0
161,34,0.004
162,34,0.01
163,34,0.018
164,34,0.03
165,33,0.02
166,33.3333333333333,0.01
167,33,0.009666666666667
168,33,0.0065
169,33.3333333333333,0.003
170,34,0.0005
171,34,0
172,34,0
173,34,0
174,33.3333333333333,0
175,33,0
176,33,0
177,33,0
178,33,0
179,33.3333333333333,0
180,33,0
181,33.5,0
182,32,0
183,32,0
184,31.25,0
185,30,0
186,30,0
187,29.5,0
188,28.75,0
189,29,0
190,29,0
191,28.6666666666667,0
192,28.6666666666667,0
193,29,0
194,29,0
195,28,0
196,28,0
197,28.5,0
198,29,0
199,32,0
200,35,0
201,45.5,0
202,43,0
203,29.6,0
204,30,0
205,30,0
206,30,0
207,30,0
208,30,0
209,32,0
210,32,0
211,32,0
212,32,0
213,32,0
214,32.7142857142857,0
215,33.6071428571429,0
216,34.1428571428571,0
217,34.5,0
218,35.2142857142857,0
219,35.9285714285714,0
220,36.2857142857143,0
221,36.6428571428571,0
222,37,0
223,37,0
224,41,0
225,41,0
226,46,0
227,48,0
228,48,0
229,49.6,0
