time,temp,prec
0,22,0
1,22,0
2,22,0
3,22,0
4,21.5,0
5,21,0
6,21,0
7,19,0
8,18,0
9,19.5,0
10,19.5,0
11,21,0
12,22,0
13,22,0
14,22,0
15,20,0
16,17,0
17,12,0
18,13,0
19,12,0
20,10,0
21,9,0
22,8,0
23,7,0
24,7,0
25,7,0
26,3,0
27,5,0
28,4,0
29,3,0
30,2,0
31,4,0
32,9,0
33,13,0
34,17,0
35,19,0
36,20,0
37,22,0
38,22,0
39,20,0
40,18,0
41,16,0
42,16,0
43,16,0
44,16,0
45,15,0
46,14,0
47,14,0
48,14,0
49,15,0
50,16,0
51,17,0
52,18,0
53,16,0
54,14,0
55,17,0
56,20,0
57,24,0
58,27,0
59,28.5,0
60,30,0
61,30.5,0
62,31,0
63,30.5,0
64,31,0
65,30,0
66,29,0
67,27,0
68,24,0
69,21,0
70,19,0
71,14.5,0
72,16,0
73,13,0
74,13,0
75,11,0
76,11,0
77,10,0
78,10,0
79,12,0
80,16,0
81,20,0
82,23,0
83,27,0
84,30,0
85,31,0
86,32,0
87,31,0
88,28,0
89,28,0
90,26,0
91,26,0
92,25,0
93,23,0
94,22,0
95,18.5,0
96,17,0
97,19,0
98,19,0
99,19,0
100,18,0
101,19,0
102,17,0
103,21,0
104,27,0
105,30,0
106,32,0
107,34,0
108,34,0
109,33.75,0
110,34,0
111,34,0
112,34,0
113,34,0
114,34,0
115,34,0
116,34,0
117,34,0
118,34,0
119,34.25,0
120,35,0
121,34,0
122,35,0
123,35,0
124,35.5,0
125,30,0
126,29,0
127,29,0
128,28,0
129,26,0
130,26,0
131,27,0
132,29,0
133,30,0
134,29,0
135,30,0
136,27,0
137,24,0
138,24,0
139,20,0
140,20,0
141,16,0
142,16,0
143,16.75,0
144,16,0
145,15,0
146,17,0
147,17,0
148,17,0
149,18,0
150,20,0
151,21,0
152,25,0
153,29,0
154,33,0
155,35,0
156,36,0
157,37,0
158,37,0
159,35,0
160,33,0
161,31,0
162,30,0
163,30,0
164,30,0
165,29,0
166,28,0
167,27.25,0
168,28,0
169,25,0
170,26,0
171,27,0
172,25,0
173,26,0
174,27,0
175,28,0
176,31,0
177,34,0
178,38,0
179,42,0
180,43,0
181,43,0
182,44,0
183,41,0
184,36,0
185,35,0
186,35,0
187,36,0
188,36,0
189,37,0
190,37,0
191,37.5,0
192,39,0
193,39,0
194,40,0
195,42,0
196,39.5,0
197,36,0
198,34,0
199,35,0
200,37,0
201,41,0
202,44,0
203,47,0
204,50,0
205,50,0
206,48,0
207,43,0
208,38,0
209,36,0
210,36.5,0
211,31,0
212,37,0
213,31,0
214,30,0
215,29.25,0
216,33,0
217,30,0
218,28,0
219,29,0
220,30,0
221,31,0
222,31,0
223,33,0
224,36,0
225,38,0
226,38,0
227,39,0
228,40.5,0.01
229,37.2,0.034
230,37.5,0.015
