Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,890408,-,-,-,40.13,-88.22,-6,223,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2014,1,1,0,0,0,0,-7,0.15,1.3,91.31,-6,990.0
2014,1,1,0,30,0,0,-7,0.15,1.2000000000000002,91.3,-6,990.0
2014,1,1,1,0,0,0,-6,0.15,1.1,93.8,-6,990.0
2014,1,1,1,30,0,0,-6,0.15,1.0,93.78,-6,990.0
2014,1,1,2,0,0,0,-6,0.15,0.9,95.77,-6,990.0
2014,1,1,2,30,0,0,-6,0.15,0.8,95.74000000000001,-6,990.0
2014,1,1,3,0,0,0,-6,0.15,0.8,98.57000000000001,-6,990.0
2014,1,1,3,30,0,0,-6,0.15,0.8,98.55,-6,990.0
2014,1,1,4,0,0,0,-6,0.15,0.9,100.0,-6,990.0
2014,1,1,4,30,0,0,-6,0.15,0.9,100.0,-6,990.0
2014,1,1,5,0,0,0,-6,0.15,0.9,100.0,-6,990.0
2014,1,1,5,30,0,0,-5,0.15,0.8,95.79,-5,990.0
2014,1,1,6,0,0,0,-5,0.15,0.8,96.58,-5,990.0
2014,1,1,6,30,0,0,-5,0.15,0.7000000000000001,96.59,-5,990.0
2014,1,1,7,0,0,0,-5,0.15,0.6000000000000001,96.5,-5,990.0
2014,1,1,7,30,2,0,-5,0.15,0.7000000000000001,89.53,-4,990.0
2014,1,1,8,0,13,0,-5,0.15,0.9,91.18,-4,990.0
2014,1,1,8,30,23,0,-5,0.15,0.7000000000000001,84.63,-3,990.0
2014,1,1,9,0,48,0,-4,0.15,0.6000000000000001,88.78,-3,990.0
2014,1,1,9,30,54,0,-4,0.15,0.4,82.43,-2,990.0
2014,1,1,10,0,95,0,-3,0.15,0.30000000000000004,81.42,-1,990.0
2014,1,1,10,30,168,64,-3,0.15,0.4,75.67,0,990.0
2014,1,1,11,0,183,66,-3,0.15,0.6000000000000001,78.88,0,990.0
2014,1,1,11,30,192,69,-3,0.15,0.7000000000000001,78.84,0,990.0
2014,1,1,12,0,201,137,-2,0.15,0.9,80.88,0,990.0
2014,1,1,12,30,197,138,-2,0.15,1.1,80.84,0,990.0
2014,1,1,13,0,152,424,-2,0.15,1.3,81.78,0,990.0
2014,1,1,13,30,167,78,-2,0.15,1.5,81.77,0,990.0
2014,1,1,14,0,147,176,-2,0.15,1.8,82.89,0,990.0
2014,1,1,14,30,122,79,-2,0.15,2.0,82.89,0,990.0
2014,1,1,15,0,94,98,-2,0.15,2.2,81.73,0,990.0
2014,1,1,15,30,65,61,-2,0.15,2.8000000000000003,81.74,0,990.0
2014,1,1,16,0,32,16,-3,0.15,3.5,81.5,-1,990.0
2014,1,1,16,30,0,0,-3,0.15,4.1000000000000005,81.51,-1,990.0
2014,1,1,17,0,0,0,-4,0.15,4.800000000000001,81.26,-2,990.0
2014,1,1,17,30,0,0,-4,0.15,5.0,81.27,-2,990.0
2014,1,1,18,0,0,0,-5,0.866,5.2,80.54,-3,990.0
2014,1,1,18,30,0,0,-5,0.866,5.1000000000000005,80.53,-3,990.0
2014,1,1,19,0,0,0,-6,0.866,5.1000000000000005,81.16,-4,990.0
2014,1,1,19,30,0,0,-6,0.866,5.0,81.14,-4,990.0
2014,1,1,20,0,0,0,-7,0.866,5.0,83.41,-5,990.0
2014,1,1,20,30,0,0,-7,0.866,4.800000000000001,83.39,-5,990.0
2014,1,1,21,0,0,0,-7,0.866,4.7,80.29,-5,990.0
2014,1,1,21,30,0,0,-7,0.866,4.7,80.28,-5,990.0
2014,1,1,22,0,0,0,-8,0.866,4.800000000000001,82.66,-6,990.0
2014,1,1,22,30,0,0,-8,0.866,5.0,82.64,-6,990.0
2014,1,1,23,0,0,0,-9,0.866,5.300000000000001,77.37,-6,990.0
2014,1,1,23,30,0,0,-9,0.866,5.5,77.35000000000001,-6,990.0
2014,1,2,0,0,0,0,-10,0.866,5.7,78.12,-7,990.0
2014,1,2,0,30,0,0,-10,0.866,5.7,78.12,-7,990.0
2014,1,2,1,0,0,0,-10,0.866,5.800000000000001,80.79,-8,990.0
2014,1,2,1,30,0,0,-10,0.866,5.800000000000001,80.79,-8,990.0
2014,1,2,2,0,0,0,-10,0.866,5.800000000000001,79.16,-8,990.0
2014,1,2,2,30,0,0,-10,0.866,5.800000000000001,79.16,-8,990.0
2014,1,2,3,0,0,0,-11,0.866,5.800000000000001,78.76,-8,990.0
2014,1,2,3,30,0,0,-11,0.866,5.7,78.76,-8,990.0
2014,1,2,4,0,0,0,-10,0.866,5.7,79.09,-8,990.0
2014,1,2,4,30,0,0,-10,0.866,5.6000000000000005,79.10000000000001,-8,990.0
2014,1,2,5,0,0,0,-10,0.866,5.6000000000000005,80.02,-8,990.0
2014,1,2,5,30,0,0,-10,0.866,5.5,80.04,-8,990.0
2014,1,2,6,0,0,0,-10,0.866,5.4,81.38,-8,990.0
2014,1,2,6,30,0,0,-10,0.866,5.4,81.4,-8,990.0
2014,1,2,7,0,0,0,-10,0.866,5.5,82.78,-8,990.0
2014,1,2,7,30,7,0,-10,0.866,5.800000000000001,76.64,-7,990.0
2014,1,2,8,0,38,31,-10,0.866,6.1000000000000005,77.58,-7,990.0
2014,1,2,8,30,49,0,-10,0.866,6.300000000000001,71.89,-6,990.0
2014,1,2,9,0,74,0,-10,0.866,6.5,71.47,-6,990.0
2014,1,2,9,30,82,0,-10,0.866,6.5,71.49,-6,990.0
2014,1,2,10,0,99,0,-10,0.866,6.6000000000000005,70.35000000000001,-6,990.0
2014,1,2,10,30,124,0,-10,0.866,6.6000000000000005,70.36,-6,990.0
2014,1,2,11,0,157,10,-10,0.866,6.7,68.71000000000001,-6,990.0
2014,1,2,11,30,167,16,-10,0.866,6.7,63.690000000000005,-6,990.0
2014,1,2,12,0,168,14,-11,0.866,6.7,61.77,-6,990.0
2014,1,2,12,30,162,11,-11,0.866,6.7,61.78,-6,990.0
2014,1,2,13,0,137,742,-11,0.866,6.7,64.44,-6,990.0
2014,1,2,13,30,170,187,-11,0.866,6.6000000000000005,64.47,-6,990.0
2014,1,2,14,0,129,8,-11,0.866,6.6000000000000005,63.13,-6,990.0
2014,1,2,14,30,123,91,-11,0.866,6.300000000000001,63.17,-6,990.0
2014,1,2,15,0,65,0,-11,0.866,6.0,62.940000000000005,-7,990.0
2014,1,2,15,30,42,0,-11,0.866,5.4,62.99,-7,990.0
2014,1,2,16,0,19,0,-11,0.866,4.9,68.88,-7,990.0
2014,1,2,16,30,0,0,-11,0.866,4.800000000000001,68.93,-7,990.0
2014,1,2,17,0,0,0,-11,0.866,4.7,74.03,-8,990.0
2014,1,2,17,30,0,0,-11,0.866,4.800000000000001,74.07000000000001,-8,1000.0
2014,1,2,18,0,0,0,-12,0.866,5.0,77.24,-9,1000.0
2014,1,2,18,30,0,0,-12,0.866,4.9,77.27,-9,1000.0
2014,1,2,19,0,0,0,-13,0.866,4.800000000000001,77.18,-10,1000.0
2014,1,2,19,30,0,0,-13,0.866,4.4,83.57000000000001,-11,1000.0
2014,1,2,20,0,0,0,-14,0.866,4.1000000000000005,80.92,-12,1000.0
2014,1,2,20,30,0,0,-14,0.866,3.9000000000000004,87.73,-13,1000.0
2014,1,2,21,0,0,0,-15,0.866,3.7,86.97,-14,1000.0
2014,1,2,21,30,0,0,-15,0.866,3.5,86.98,-14,1000.0
2014,1,2,22,0,0,0,-16,0.866,3.4000000000000004,88.41,-15,1000.0
2014,1,2,22,30,0,0,-16,0.866,3.3000000000000003,88.41,-15,1000.0
2014,1,2,23,0,0,0,-17,0.866,3.3000000000000003,82.74,-15,1000.0
2014,1,2,23,30,0,0,-17,0.866,3.1,82.74,-15,1000.0
2014,1,3,0,0,0,0,-17,0.866,3.0,85.4,-16,1000.0
