time,kw
0,43345.0
1,43064.0
2,43035.0
3,43366.0
4,43281.0
5,42326.999
6,43622.0
7,42575.999
8,40456.999
9,39777.0
10,38856.0
11,38812.999
12,38327.999
13,38661.0
14,40019.0
15,41644.0
16,41300.999
17,42138.0
18,41792.999
19,42858.999
20,42559.999
21,42157.999
22,41938.0
23,40567.0
24,40706.0
25,40554.0
26,40439.0
27,39809.0
28,39960.999
29,39870.0
30,40263.0
31,41276.0
32,42653.002
33,42312.0
34,42332.0
35,43012.0
36,42836.0
37,43719.0
38,43902.0
39,44410.0
40,44503.0
41,44936.001
42,44062.0
43,42686.0
44,41958.0
45,41284.0
46,41276.0
47,41642.0
48,41155.0
49,40799.0
50,40793.0
51,40621.001
52,40880.0
53,40946.0
54,40990.0
55,42184.0
56,44929.0
57,46500.0
58,47034.0
59,48307.0
60,48757.0
61,48116.001
62,48599.0
63,48341.999
64,48713.0
65,47363.999
66,45538.0
67,43658.0
68,43336.0
69,42321.0
70,42046.0
71,41900.0
72,42364.0
73,42420.0
74,42558.999
75,42612.0
76,42442.0
77,42102.0
78,42714.999
79,44489.0
80,45688.001
81,46244.0
82,46408.0
83,45251.0
84,44931.999
85,45499.0
86,48018.0
87,49187.0
88,49284.0
89,48394.0
90,45907.0
91,44823.0
92,43910.0
93,44638.0
94,44303.0
95,43961.999
96,42181.0
97,42176.0
98,41969.0
99,41811.0
100,41501.0
101,41826.0
102,42644.0
103,43858.0
104,45672.0
105,48153.0
106,49282.0
107,50046.0
108,48962.0
109,49594.0
110,48064.0
111,44569.0
112,43887.0
113,43091.0
114,41589.0
115,40953.0
116,40393.0
117,40822.0
118,41248.0
119,40857.0
120,41100.0
121,41080.0
122,40476.0
123,40725.0
124,40782.0
125,41561.0
126,41038.0
127,41125.0
128,48489.0
129,47919.0
130,45139.0
131,49231.0
132,49695.0
133,49470.0
134,49425.0
135,50105.0
136,49705.0
137,48521.0
138,47173.0
139,45841.0
140,44687.0
141,44117.0
142,43781.0
143,43535.0
144,42806.0
145,43714.0
146,43074.0
147,43201.999
148,42044.0
149,42830.001
150,42938.0
151,43638.0
152,43996.0
153,43843.0
154,43246.0
155,43107.0
156,42494.0
157,42114.999
158,43041.0
159,43335.0
160,44102.0
161,44546.0
162,44159.001
163,42530.0
164,43825.0
165,43145.0
166,43359.0
167,43063.997
168,42621.0
169,42622.0
170,42672.0
171,42551.0
172,42260.001
173,42603.0
174,42703.0
175,43143.0
176,43167.0
177,42082.0
178,40729.0
179,40756.0
180,41901.999
181,41211.0
182,42304.0
183,43842.0
184,44677.0
185,43665.999
186,43709.0
187,44241.0
188,44018.0
189,43237.0
190,42311.0
191,43436.0
192,42754.001
193,42893.0
194,41905.0
195,41837.0
196,41184.999
197,41628.0
198,42162.0
199,43346.0
200,45692.0
201,47162.0
202,47652.0
203,47726.0
204,48426.0
205,49348.0
206,50956.0
207,50217.0
208,48951.0
209,47729.0
210,46051.0
211,44574.0
212,44278.0
213,44065.001
214,43430.0
215,43363.0
216,42647.999
217,42334.0
218,41720.0
219,41636.0
220,42270.0
221,42402.0
222,42842.0
223,44238.998
224,46813.999
225,48882.0
226,50432.0
227,50537.0
228,50788.0
229,50627.0
230,50492.0
231,51347.0
232,50678.0
233,50756.0
234,46934.0
235,45701.0
236,45119.0
237,44242.0
238,43882.9999
239,43387.0
240,42668.0
241,41873.0
242,41577.0
243,42194.0
244,42069.0
245,42265.0
246,42642.0
247,44064.0
248,46321.0
249,47784.0
250,49432.0
251,49369.0
252,50506.0
253,49824.0
254,50613.0
255,49951.0
256,50754.0
257,51122.0
258,49943.0
259,48938.0
260,48962.0
261,49086.0
262,47332.0
263,44714.0
264,42038.0
265,42219.0
266,41644.0
267,41891.0
268,42166.0
269,42536.0
270,43449.0
271,43762.0
272,45204.0
273,47438.0
274,48390.0
275,48808.0
276,49091.0
277,48108.0
278,48259.0
279,49062.0
280,48754.0
281,47759.0
282,45365.0
283,47035.0
284,47802.0
285,48094.0
286,46568.0
287,46748.0
288,45988.0
289,44898.0
290,45378.0
291,45495.9999
292,44473.0
293,43350.0
294,43510.0
295,43732.0
296,47330.0
297,48445.9999
298,47297.0
299,48920.0
300,49012.0
301,49621.0
302,48453.0
303,50324.0
304,49715.0
305,49183.0
306,47326.0
307,46143.0
308,44996.0
309,43101.0
310,42697.0
311,42529.0
312,41530.0
313,41285.0
314,42340.0
315,42461.0
316,41653.0
317,41557.0
318,41978.0
319,42784.0
320,43437.0
321,43213.0
322,43229.0
323,43913.0
324,43544.0
325,43068.0
326,44249.0
327,44321.0
328,44156.0
329,44844.0
330,44549.0
331,43815.0
332,43058.0
333,42907.0
334,42531.0
335,42037.0
336,41611.0
337,41468.0
338,41147.0
339,40517.0
340,40999.0
341,40378.0
342,41294.0
343,41720.0
344,42344.0
345,41489.0
346,41197.0
347,42283.0
348,41506.0
349,42446.0
350,43309.9999
351,44247.0
352,43760.0
353,44654.0
354,44627.0
355,45387.0
356,46140.0
357,46443.0
358,46650.0
359,45176.0001
360,44462.0
361,44073.0
362,44451.0
363,44474.0
364,43262.0
365,42341.0
366,42399.0
367,42790.0
368,43594.0
369,45026.0
370,45393.0
371,43298.0
372,46047.0
373,47143.0
374,47917.0
375,47548.0
376,48121.0
377,47909.0
378,47516.0
379,47037.0
380,45778.0
381,46791.0
382,46515.0
383,45798.0
384,44917.0
385,43858.0
386,43696.999
387,42936.0
388,42733.0
389,42948.0
390,43466.0
391,44928.0
392,47870.0
393,50184.0
394,50516.0
395,51347.0
396,51629.0
397,52141.0
398,52414.0
399,52072.0
400,51926.0
